"time","mean","stdev","min","max","q1","q3","median","throughput","('s9', 's18')","('s9', 's8')","('s9', 's7')","('s9', 's6')","('s9', 's10')","('s8', 's7')","('s8', 's5')","('s3', 's2')","('s3', 's1')","('s3', 's6')","('s2', 's12')","('s2', 's1')","('s1', 's4')","('s7', 's20')","('s7', 's25')","('s6', 's12')","('s6', 's10')","('s6', 's4')","('s5', 's25')","('s5', 's27')","('s5', 's4')","('s19', 's20')","('s19', 's18')","('s19', 's17')","('s19', 's21')","('s18', 's20')","('s18', 's17')","('s13', 's11')","('s13', 's16')","('s13', 's15')","('s13', 's14')","('s12', 's11')","('s11', 's10')","('s11', 's16')","('s10', 's16')","('s17', 's16')","('s17', 's15')","('s17', 's14')","('s15', 's14')","('s30', 's28')","('s30', 's29')","('s30', 's24')","('s22', 's23')","('s22', 's21')","('s22', 's24')","('s23', 's28')","('s23', 's26')","('s23', 's24')","('s20', 's26')","('s20', 's21')","('s26', 's25')","('s27', 's28')","('s27', 's29')","('s27', 's25')","('s25', 's28')","('s28', 's29')"
0.1,0.15016731607208536,0.27900092439751512,0.0,0.82300811462694756,0.0,0.032500000000000029,0.010000000000000009,84093697000.367798,0.8130081146269477,0.0,0.03000000000000003,0.8230081146269476,0.03000000000000003,0.0,0.0,0.0,0.020000000000000018,0.020000000000000018,0.0,0.010000000000000009,0.020000000000000018,0.0,0.03000000000000003,0.8030081146269478,0.0,0.02,0.020000000000000018,0.010000000000000009,0.04000000000000004,0.5415581661389257,0.8030081146269477,0.5415581661389257,0.8030081146269477,0.010000000000000009,0.02,0.010000000000000009,0.0,0.0,0.0,0.010000000000000009,0.010000000000000009,0.0,0.010000000000000009,0.0,0.41839885512343206,0.02,0.0,0.03000000000000003,0.0,0.0,0.0,0.7830081146269476,0.7830081146269476,0.010000000000000009,0.40839885512343205,0.0,0.4283988551234321,0.0,0.020000000000000014,0.0,0.010000000000000009,0.010000000000000007,0.040000000000000036,0.0
0.2,0.16819834952020934,0.27830074926755521,0.0,1.0000000000000007,0.0,0.21309012971596161,0.010000000000000009,94191075731.317291,0.587837904757459,0.010000000000000007,0.010000000000000009,0.587837904757459,0.0,0.2130901297159616,0.010000000000000007,0.0,0.0,0.0,0.010000000000000007,0.020000000000000018,0.010000000000000009,0.2130901297159616,0.0,0.6078379047574591,0.1994658402659557,0.020000000000000014,0.0,0.020000000000000018,0.020000000000000018,0.8483087999917173,0.5778379047574591,1.0000000000000007,0.7610178103437428,0.010000000000000009,0.010000000000000009,0.020000000000000014,0.010000000000000009,0.0,0.010000000000000009,0.04000000000000003,0.01000000000000001,0.0,0.0,0.010000000000000009,0.42841004720685816,0.14317990558628355,0.0,0.0,0.0,0.1531799055862835,0.0,0.9541079400597049,0.7310178103437427,0.030000000000000023,0.42989875278485856,0.010000000000000009,0.42989875278485856,0.22309012971596162,0.010000000000000007,0.010000000000000009,0.0,0.010000000000000007,0.010000000000000009,0.0
0.3,0.16849167648689276,0.27333092341846771,0.0,1.0000000000000004,0.0,0.33712782360549998,0.010000000000000009,94355338832.660004,0.3550000000000002,0.010000000000000007,0.050000000000000044,0.3750000000000002,0.0,0.34500000000000014,0.020000000000000014,0.0,0.010000000000000007,0.03000000000000003,0.0,0.010000000000000009,0.010000000000000009,0.3550000000000001,0.020000000000000014,0.34500000000000014,1.0000000000000004,0.00999999999999987,0.0,0.020000000000000018,0.010000000000000009,0.6785112944219994,0.33500000000000013,1.0000000000000004,0.6749999999999999,0.010000000000000007,0.010000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34500000000000014,0.33000000000000007,0.0,0.010000000000000007,0.0,0.32000000000000006,0.0,1.0000000000000004,0.655,0.0,0.3335112944219996,0.0,0.3435112944219997,0.34500000000000014,0.010000000000000009,0.0,0.020000000000000018,0.0,0.030000000000000023,0.010000000000000009
0.4,0.17574019646208922,0.27163281642394904,0.0,1.0000000000000004,0.0,0.26040347309634287,0.015000000000000083,98414510018.769958,0.2741534730963431,0.01000000000000015,0.030000000000000027,0.264153473096343,0.020000000000000018,0.264153473096343,0.0,0.0,0.010000000000000009,0.010000000000000009,0.010000000000000009,0.0,0.0,0.26415347309634285,0.030000000000000165,0.25415347309634284,1.0,0.01000000000000015,0.0,0.6987351682267487,0.0,0.5083069461926853,0.25415347309634284,1.0000000000000002,0.7458465269036565,0.0,0.01000000000000015,0.010000000000000009,0.0,0.0,0.0,0.4952068686025524,0.020000000000000018,0.4952068686025524,0.0,0.010000000000000009,0.2791534730963428,0.23915347309634277,0.0,0.0,0.010000000000000148,0.2591534730963429,0.020000000000000018,1.0000000000000004,0.5033069461926853,0.020000000000000018,0.24915347309634278,0.0,0.2591534730963428,0.25415347309634284,0.010000000000000009,0.0,0.0,0.010000000000000009,0.010000000000000148,0.020000000000000018
0.5,0.20551480091674448,0.31068623102273418,0.0,1.0000000000000002,0.0,0.26792852593440686,0.017086771420764164,115088288513.37692,0.30322065846722396,0.020000000000000295,0.14709763102728562,0.3903182894945091,0.020000000000000157,0.26616448175680135,0.010000000000000148,0.010000000000000007,0.0,0.010000000000000007,0.010000000000000009,0.0,0.010000000000000009,0.26616448175680135,0.14709763102728562,0.3803182894945091,0.8305341597340458,0.0,0.0,0.9999999999999994,0.010000000000000009,0.5293851402240246,0.27322065846722343,1.0000000000000002,0.7438355182431983,0.010000000000000148,0.020000000000000295,0.010000000000000009,0.020000000000000018,0.0,0.0,0.9999999999999994,0.0,0.9899999999999994,0.0,0.030000000000000023,0.25969257011201247,0.24822065846722344,0.0,0.0,0.0,0.22822065846722325,0.014173542841528311,0.999999999999999,0.47144131693444663,0.014173542841528311,0.24969257011201226,0.0,0.2796925701120123,0.26616448175680135,0.0,0.0,0.0,0.010000000000000009,0.0,0.010000000000000009
0.6,0.22355094437834125,0.32453320006943365,0.0,1.0000000000000009,0.0058264571584717055,0.36968127225616793,0.014999999999999855,125188528851.87114,0.21359063612808352,0.009999999999999825,0.7784093638719164,0.9620000000000005,0.020000000000000018,0.37718127225616804,0.0,0.010000000000000009,0.010000000000000007,0.010000000000000007,0.040000000000000036,0.010000000000000009,0.0,0.36718127225616803,0.7784093638719164,0.9820000000000002,0.010000000000000007,0.019999999999999702,0.010000000000000009,0.9999999999999997,0.009999999999999787,0.5707719083842526,0.1935906361280839,0.9999999999999998,0.6328187277438314,0.0,0.009999999999999825,0.020000000000000018,0.0,0.0,0.010000000000000007,0.653052193241325,0.010000000000000009,0.623052193241325,0.0,0.0,0.3566063163932335,0.19359063612808391,0.0,0.020000000000000014,0.0,0.18359063612808407,0.0058264571584717055,1.0000000000000009,0.44340163445727515,0.0058264571584717055,0.2703859541921263,0.0,0.2803859541921263,0.37718127225616765,0.010000000000000009,0.0,0.0,0.010000000000000009,0.020000000000000014,0.0
0.7,0.22175781291817859,0.32857579180231972,0.0,1.0000000000000009,0.0074999999999998887,0.28834340014338977,0.020000000000000018,124184375234.18002,0.16384443394986348,0.0,0.8399997596396734,0.9838441935895368,0.020000000000000014,0.2903069968743758,0.010000000000000009,0.0,0.010000000000000009,0.009999999999999851,0.0,0.0,0.020000000000000018,0.28768886789972775,0.8426178886143215,0.963844193589537,0.010000000000000007,0.009999999999999854,0.010000000000000007,0.32126483177325127,0.020000000000000018,0.4415333018495915,0.15384443394986358,1.0000000000000009,0.7223111321002705,0.03000000000000066,0.009999999999999851,0.0,0.0,0.0,0.0,0.9017409381561189,0.010000000000000007,0.9017409381561189,0.020000000000000014,0.0,0.3646110848746597,0.2707778302506809,0.0,0.010000000000000009,0.0,0.280777830250681,0.010000000000000009,1.0000000000000002,0.5684666981504085,0.030000000000000342,0.24076665092479593,0.020000000000000018,0.2607666509247963,0.28768886789972775,0.0,0.03000000000000003,0.0,0.0,0.020000000000000014,0.02000000000000033
0.8,0.17976360734208655,0.29427369420836741,0.0,0.99999999999999933,0.0099999999999998111,0.28571428571428559,0.010000000000000009,100667620111.5685,0.1628571428571427,0.0,0.7737718995711866,0.9775843778390336,0.010000000000000007,0.2930961567396376,0.0,0.0,0.010000000000000007,0.08095533541070446,0.0,0.010000000000000009,0.020000000000000014,0.2857142857142856,0.7611537705965388,0.8966290424283292,0.0,0.009999999999999851,0.010000000000000009,0.010000000000000007,0.029999999999999867,0.40857142857142825,0.1428571428571428,0.9999999999999993,0.7242857142857132,0.0,0.010000000000000009,0.010000000000000007,0.010000000000000009,0.0,0.0,0.009999999999999851,0.010000000000000007,0.0,0.0,0.02000000000000002,0.35214285714285687,0.2957142857142856,0.010000000000000007,0.019999999999999858,0.0,0.2857142857142856,0.010000000000000009,0.9999999999999982,0.5714285714285703,0.020000000000000018,0.2092857142857146,0.010000000000000007,0.2292857142857143,0.2957142857142854,0.009999999999999693,0.020000000000000018,0.0,0.010000000000000009,0.02999999999999971,0.0
0.9,0.21015360834363175,0.29224211383851373,0.0,1.0000000000000011,0.0,0.3170716033306355,0.020000000000000004,117686020672.43382,0.16885709916734118,0.010000000000000009,0.42192637724459264,1.0,0.019999999999999858,0.27771419833468247,0.020000000000000014,0.0,0.0,0.4319263772445925,0.8117244549151342,0.577418689920953,0.010000000000000009,0.2857145041632938,0.41921652358806627,0.5580736227554075,0.0,0.009999999999999851,0.010000000000000009,0.030000000000000023,0.020000000000000018,0.434571603330635,0.148857099167341,1.000000000000001,0.7042854958367061,0.010000000000000325,0.0,0.010000000000000009,0.01999999999999999,0.0,0.020000000000000018,0.8117244549151342,0.009999999999999851,0.23430576499418154,0.0,0.009999999999999981,0.3511429008326588,0.28771419833468265,0.0,0.0,0.0,0.27771419833468247,0.0,1.000000000000001,0.5654283966693646,0.0,0.2222858016653179,0.0,0.23228580166531812,0.3057145041632944,0.010000000000000007,0.0,0.010000000000000009,0.010000000000000007,0.0,0.0
1.0,0.21226398726461307,0.30629941414776185,0.0,1.0000000000000004,0.0,0.28458502326046775,0.020000000000000018,118867832868.18336,0.19992639846492505,0.020000000000000014,0.1487949686453456,0.9584140324602638,0.020000000000000018,0.2647303727859468,0.030000000000000023,0.0,0.0,0.6269828116934668,0.99,0.4949999999999998,0.0,0.28673006695733494,0.14150482230187206,0.28387000869484535,0.0,0.0,0.0,0.010000000000000009,0.0,0.4666564654222608,0.19992639846492505,1.0000000000000004,0.7432699330426643,0.0,0.0,0.010000000000000009,0.0,0.0,0.020000000000000014,1.0,0.020000000000000018,0.5049999999999998,0.0,0.010000000000000009,0.3776521458498355,0.2647303727859468,0.0,0.0,0.0,0.2647303727859468,0.0,0.9999999999999999,0.5770219576438442,0.05615187547977196,0.27140417045101595,0.0,0.2914041704510163,0.2767300669573352,0.0,0.0,0.0,0.0,0.0,0.05615187547977196
